Transaction,Item,date_time,period_day,weekday_weekend
4728,Buttermie Dodgers,15/01/2021 10:05,morning,weekend
4729,Bread,15/01/2021 10:33,morning,weekend
4730,Coffee,15/01/2021 10:36,morning,weekend
4730,The Nomad,15/01/2021 10:36,morning,weekend
4731,The Nomad,15/01/2021 10:38,morning,weekend
4731,Tea,15/01/2021 10:38,morning,weekend
4731,Bread,15/01/2021 10:38,morning,weekend
4731,Tiffin,15/01/2021 10:38,morning,weekend
4732,Coffee,15/01/2021 10:39,morning,weekend
4732,Bread,15/01/2021 10:39,morning,weekend
4733,Coffee,15/01/2021 10:42,morning,weekend
4734,Bread,15/01/2021 11:11,morning,weekend
4734,Coffee,15/01/2021 11:11,morning,weekend
4734,Brioche and salami,15/01/2021 11:11,morning,weekend
4735,Coffee,15/01/2021 11:19,morning,weekend
4735,Coffee,15/01/2021 11:19,morning,weekend
4735,Granola,15/01/2021 11:19,morning,weekend
4735,Bread,15/01/2021 11:19,morning,weekend
4736,Coffee,15/01/2021 11:36,morning,weekend
4736,Coffee,15/01/2021 11:36,morning,weekend
4736,Juice,15/01/2021 11:36,morning,weekend
4736,Cake,15/01/2021 11:36,morning,weekend
4736,Frozen pizza,15/01/2021 11:36,morning,weekend
4737,Coffee,15/01/2021 11:37,morning,weekend
4737,Bread,15/01/2021 11:37,morning,weekend
4738,Bread,15/01/2021 11:38,morning,weekend
4738,Bread,15/01/2021 11:38,morning,weekend
4739,Bread,15/01/2021 11:39,morning,weekend
4740,Bread,15/01/2021 11:52,morning,weekend
4740,Yogurt,15/01/2021 11:52,morning,weekend
4741,Eggs,15/01/2021 11:56,morning,weekend
4741,butter,15/01/2021 11:56,morning,weekend
4741,Coffee,15/01/2021 11:56,morning,weekend
4741,Coffee,15/01/2021 11:56,morning,weekend
4741,Bread,15/01/2021 11:56,morning,weekend
4742,Coffee,15/01/2021 12:17,afternoon,weekend
4742,Bread,15/01/2021 12:17,afternoon,weekend
4742,Yogurt,15/01/2021 12:17,afternoon,weekend
4743,Coffee,15/01/2021 12:29,afternoon,weekend
4743,butter,15/01/2021 12:29,afternoon,weekend
4744,butter,15/01/2021 12:31,afternoon,weekend
4744,Bread,15/01/2021 12:31,afternoon,weekend
4745,Bread,15/01/2021 12:49,afternoon,weekend
4746,Coffee,15/01/2021 12:51,afternoon,weekend
4746,Bread,15/01/2021 12:51,afternoon,weekend
4747,Coffee,15/01/2021 13:08,afternoon,weekend
4748,Bread,15/01/2021 13:12,afternoon,weekend
4748,Juice,15/01/2021 13:12,afternoon,weekend
4748,Buttermie Dodgers,15/01/2021 13:12,afternoon,weekend
4748,Sugar,15/01/2021 13:12,afternoon,weekend
4749,Toast,15/01/2021 13:19,afternoon,weekend
4749,Granola,15/01/2021 13:19,afternoon,weekend
4749,butter,15/01/2021 13:19,afternoon,weekend
4749,Coffee,15/01/2021 13:19,afternoon,weekend
4749,Bread,15/01/2021 13:19,afternoon,weekend
4750,Coffee,15/01/2021 13:26,afternoon,weekend
4750,Cake,15/01/2021 13:26,afternoon,weekend
4750,Tiffin,15/01/2021 13:26,afternoon,weekend
4750,Granola,15/01/2021 13:26,afternoon,weekend
4751,Gingerbread syrup,15/01/2021 13:45,afternoon,weekend
4751,Coffee,15/01/2021 13:45,afternoon,weekend
4752,Canned beans,15/01/2021 14:00,afternoon,weekend
4752,Coffee,15/01/2021 14:00,afternoon,weekend
4752,Cake,15/01/2021 14:00,afternoon,weekend
4753,butter,15/01/2021 14:04,afternoon,weekend
4753,Tea,15/01/2021 14:04,afternoon,weekend
4753,Coffee,15/01/2021 14:04,afternoon,weekend
4753,Bread,15/01/2021 14:04,afternoon,weekend
4754,Coffee,15/01/2021 14:18,afternoon,weekend
4754,coffee sweetner,15/01/2021 14:18,afternoon,weekend
4756,Eggs,15/01/2021 14:29,afternoon,weekend
4756,Buttermie Dodgers,15/01/2021 14:29,afternoon,weekend
4756,Rice,15/01/2021 14:29,afternoon,weekend
4756,Sandwich,15/01/2021 14:29,afternoon,weekend
4757,Bread,15/01/2021 14:40,afternoon,weekend
4758,Coffee,15/01/2021 14:41,afternoon,weekend
4758,Tea,15/01/2021 14:41,afternoon,weekend
4758,Juice,15/01/2021 14:41,afternoon,weekend
4759,coffee sweetner,15/01/2021 14:42,afternoon,weekend
4760,Canned beans,15/01/2021 14:58,afternoon,weekend
4760,Tomato sauce,15/01/2021 14:58,afternoon,weekend
4760,Mineral water,15/01/2021 14:58,afternoon,weekend
4760,Bread,15/01/2021 14:58,afternoon,weekend
4760,Frozen pizza,15/01/2021 14:58,afternoon,weekend
4760,Bread,15/01/2021 14:58,afternoon,weekend
4761,Coffee,15/01/2021 15:00,afternoon,weekend
4761,Buttermie Dodgers,15/01/2021 15:00,afternoon,weekend
4761,Cookies,15/01/2021 15:00,afternoon,weekend
4762,Bread,15/01/2021 15:17,afternoon,weekend
4762,Toast,15/01/2021 15:17,afternoon,weekend
4763,Coffee,15/01/2021 15:26,afternoon,weekend
4763,Bread,15/01/2021 15:26,afternoon,weekend
4763,Bread,15/01/2021 15:26,afternoon,weekend
4764,Coffee,15/01/2021 15:39,afternoon,weekend
4764,Tomato sauce,15/01/2021 15:39,afternoon,weekend
4765,Frozen pizza,15/01/2021 15:44,afternoon,weekend
4765,Bread,15/01/2021 15:44,afternoon,weekend
4765,Bread,15/01/2021 15:44,afternoon,weekend
4766,Coffee,15/01/2021 15:58,afternoon,weekend
4766,Tea,15/01/2021 15:58,afternoon,weekend
4766,Cake,15/01/2021 15:58,afternoon,weekend
4766,Buttermie Dodgers,15/01/2021 15:58,afternoon,weekend
4767,Coffee,15/01/2021 16:04,afternoon,weekend
4767,Buttermie Dodgers,15/01/2021 16:04,afternoon,weekend
4768,Bread,15/01/2021 16:05,afternoon,weekend
4769,Eggs,15/01/2021 16:09,afternoon,weekend
4769,coffee sweetner,15/01/2021 16:09,afternoon,weekend
4769,Coffee,15/01/2021 16:09,afternoon,weekend
4769,Tea,15/01/2021 16:09,afternoon,weekend
4770,Sugar,15/01/2021 16:10,afternoon,weekend
4770,coffee sweetner,15/01/2021 16:10,afternoon,weekend
4770,Hot chocolate,15/01/2021 16:10,afternoon,weekend
4770,Tea,15/01/2021 16:10,afternoon,weekend
4770,Bread,15/01/2021 16:10,afternoon,weekend
4771,Coffee,16/01/2021 08:22,morning,weekday
4771,Frozen pizza,16/01/2021 08:22,morning,weekday
4772,Bread,16/01/2021 09:32,morning,weekday
4773,Afternoon with the baker,16/01/2021 09:34,morning,weekday
4774,Bread,16/01/2021 09:35,morning,weekday
4775,Coffee,16/01/2021 09:35,morning,weekday
4776,Bread,16/01/2021 09:36,morning,weekday
4777,Bread,16/01/2021 09:45,morning,weekday
4778,Bread,16/01/2021 09:57,morning,weekday
4779,Milk,16/01/2021 10:01,morning,weekday
4779,Bread,16/01/2021 10:01,morning,weekday
4779,Cookies,16/01/2021 10:01,morning,weekday
4780,Coffee,16/01/2021 10:02,morning,weekday
4781,Coffee,16/01/2021 10:02,morning,weekday
4782,Coffee,16/01/2021 10:11,morning,weekday
4782,Eggs,16/01/2021 10:11,morning,weekday
4782,Cookies,16/01/2021 10:11,morning,weekday
4783,Cookies,16/01/2021 10:12,morning,weekday
4783,Coffee,16/01/2021 10:12,morning,weekday
4783,Bread,16/01/2021 10:12,morning,weekday
4783,Juice,16/01/2021 10:12,morning,weekday
4784,Hot chocolate,16/01/2021 10:15,morning,weekday
4784,Hot chocolate,16/01/2021 10:15,morning,weekday
4784,Cookies,16/01/2021 10:15,morning,weekday
4785,Bread,16/01/2021 10:16,morning,weekday
4786,Coffee,16/01/2021 10:53,morning,weekday
4787,Tea,16/01/2021 10:53,morning,weekday
4787,Cake,16/01/2021 10:53,morning,weekday
4788,Cookies,16/01/2021 11:06,morning,weekday
4788,Tea,16/01/2021 11:06,morning,weekday
4789,Coffee,16/01/2021 11:57,morning,weekday
4790,Bread,16/01/2021 12:10,afternoon,weekday
4790,Eggs,16/01/2021 12:10,afternoon,weekday
4791,Frozen pizza,16/01/2021 12:11,afternoon,weekday
4791,Coffee,16/01/2021 12:11,afternoon,weekday
4791,Tea,16/01/2021 12:11,afternoon,weekday
4792,Bread,16/01/2021 12:22,afternoon,weekday
4792,Sugar,16/01/2021 12:22,afternoon,weekday
4793,Sandwich,16/01/2021 12:24,afternoon,weekday
4794,Coffee,16/01/2021 12:32,afternoon,weekday
4795,Toast,16/01/2021 12:32,afternoon,weekday
4796,Bread,16/01/2021 12:50,afternoon,weekday
4797,Bread,16/01/2021 12:53,afternoon,weekday
4798,Coffee,16/01/2021 13:03,afternoon,weekday
4798,Coffee,16/01/2021 13:03,afternoon,weekday
4799,Coffee,16/01/2021 13:10,afternoon,weekday
4800,Tea,16/01/2021 13:17,afternoon,weekday
4800,Bread,16/01/2021 13:17,afternoon,weekday
4801,Coffee,16/01/2021 13:22,afternoon,weekday
4802,Coke,16/01/2021 14:01,afternoon,weekday
4803,Buttermie Dodgers,16/01/2021 14:12,afternoon,weekday
4803,Bread,16/01/2021 14:12,afternoon,weekday
4804,Bread,16/01/2021 15:22,afternoon,weekday
4804,Eggs,16/01/2021 15:22,afternoon,weekday
4804,coffee sweetner,16/01/2021 15:22,afternoon,weekday
4805,Eggs,16/01/2021 15:28,afternoon,weekday
4806,Coffee,16/01/2021 15:28,afternoon,weekday
4807,Bread,16/01/2021 15:29,afternoon,weekday
4807,Coffee,16/01/2021 15:29,afternoon,weekday
4808,Coke,16/01/2021 15:44,afternoon,weekday
4808,Tea,16/01/2021 15:44,afternoon,weekday
4811,Tomato sauce,16/01/2021 16:03,afternoon,weekday
4812,Rice,16/01/2021 16:14,afternoon,weekday
4813,coffee sweetner,16/01/2021 16:33,afternoon,weekday
4813,Bread,16/01/2021 16:33,afternoon,weekday
4814,Bread,16/01/2021 16:37,afternoon,weekday
4816,Coffee,17/01/2021 09:00,morning,weekday
4816,butter,17/01/2021 09:00,morning,weekday
4817,Tea,17/01/2021 09:10,morning,weekday
4817,Coffee,17/01/2021 09:10,morning,weekday
4817,Coffee,17/01/2021 09:10,morning,weekday
4818,Coffee,17/01/2021 09:15,morning,weekday
4818,Toast,17/01/2021 09:15,morning,weekday
4819,Coffee,17/01/2021 09:24,morning,weekday
4819,Coffee,17/01/2021 09:24,morning,weekday
4820,Coffee,17/01/2021 09:36,morning,weekday
4820,butter,17/01/2021 09:36,morning,weekday
4821,Sandwich,17/01/2021 09:45,morning,weekday
4821,Bread,17/01/2021 09:45,morning,weekday
4822,Coffee,17/01/2021 09:55,morning,weekday
4822,Coffee,17/01/2021 09:55,morning,weekday
4822,coffee sweetner,17/01/2021 09:55,morning,weekday
4823,Bread,17/01/2021 10:26,morning,weekday
4823,Eggs,17/01/2021 10:26,morning,weekday
4824,Bread,17/01/2021 10:52,morning,weekday
4825,Tea,17/01/2021 11:05,morning,weekday
4826,Coffee,17/01/2021 11:08,morning,weekday
4826,Coffee,17/01/2021 11:08,morning,weekday
4827,coffee sweetner,17/01/2021 11:16,morning,weekday
4828,coffee sweetner,17/01/2021 11:24,morning,weekday
4828,Bread,17/01/2021 11:24,morning,weekday
4830,Coffee,17/01/2021 11:43,morning,weekday
4831,Coffee,17/01/2021 12:08,afternoon,weekday
4831,Coffee,17/01/2021 12:08,afternoon,weekday
4832,Coffee,17/01/2021 12:20,afternoon,weekday
4832,Cake,17/01/2021 12:20,afternoon,weekday
4833,Bread,17/01/2021 12:35,afternoon,weekday
4833,Buttermie Dodgers,17/01/2021 12:35,afternoon,weekday
4834,Coffee,17/01/2021 12:38,afternoon,weekday
4834,Coffee,17/01/2021 12:38,afternoon,weekday
4834,Toast,17/01/2021 12:38,afternoon,weekday
4834,Sandwich,17/01/2021 12:38,afternoon,weekday
4835,Coffee,17/01/2021 13:01,afternoon,weekday
4835,Smoothies,17/01/2021 13:01,afternoon,weekday
4835,Sandwich,17/01/2021 13:01,afternoon,weekday
4835,Canned beans,17/01/2021 13:01,afternoon,weekday
4835,Cake,17/01/2021 13:01,afternoon,weekday
4836,Bread,17/01/2021 13:03,afternoon,weekday
4837,Sandwich,17/01/2021 13:06,afternoon,weekday
4837,Tomato sauce,17/01/2021 13:06,afternoon,weekday
4838,Salad,17/01/2021 13:12,afternoon,weekday
4838,Sandwich,17/01/2021 13:12,afternoon,weekday
4838,Coffee,17/01/2021 13:12,afternoon,weekday
4839,Rice,17/01/2021 13:22,afternoon,weekday
4839,Cookies,17/01/2021 13:22,afternoon,weekday
4839,Bread,17/01/2021 13:22,afternoon,weekday
4839,Hot chocolate,17/01/2021 13:22,afternoon,weekday
4839,Canned beans,17/01/2021 13:22,afternoon,weekday
4840,Yogurt,17/01/2021 13:26,afternoon,weekday
4841,Tomato sauce,17/01/2021 13:32,afternoon,weekday
4841,Cake,17/01/2021 13:32,afternoon,weekday
4841,Milk,17/01/2021 13:32,afternoon,weekday
4841,Coffee,17/01/2021 13:32,afternoon,weekday
4842,Tea,17/01/2021 13:40,afternoon,weekday
4843,Salad,17/01/2021 13:41,afternoon,weekday
4843,Sandwich,17/01/2021 13:41,afternoon,weekday
4843,Bread,17/01/2021 13:41,afternoon,weekday
4843,Coffee,17/01/2021 13:41,afternoon,weekday
4843,coffee sweetner,17/01/2021 13:41,afternoon,weekday
4844,Coffee,17/01/2021 13:53,afternoon,weekday
4844,Bread,17/01/2021 13:53,afternoon,weekday
4844,Toast,17/01/2021 13:53,afternoon,weekday
4845,Coffee,17/01/2021 14:21,afternoon,weekday
4845,Cake,17/01/2021 14:21,afternoon,weekday
4846,Tomato sauce,17/01/2021 14:24,afternoon,weekday
4846,Coffee,17/01/2021 14:24,afternoon,weekday
4846,coffee sweetner,17/01/2021 14:24,afternoon,weekday
4847,Coffee,17/01/2021 14:25,afternoon,weekday
4847,Tea,17/01/2021 14:25,afternoon,weekday
4847,Chicken Stew,17/01/2021 14:25,afternoon,weekday
4848,Coffee,17/01/2021 14:51,afternoon,weekday
4848,butter,17/01/2021 14:51,afternoon,weekday
4849,Coffee,17/01/2021 15:02,afternoon,weekday
4850,Coffee,17/01/2021 15:13,afternoon,weekday
4851,Coffee,17/01/2021 15:14,afternoon,weekday
4852,Coffee,17/01/2021 15:26,afternoon,weekday
4852,detergent,17/01/2021 15:26,afternoon,weekday
4852,Cake,17/01/2021 15:26,afternoon,weekday
4853,Tea,17/01/2021 15:42,afternoon,weekday
4854,Coffee,17/01/2021 15:45,afternoon,weekday
4855,Tea,17/01/2021 15:58,afternoon,weekday
4856,Coffee,17/01/2021 16:25,afternoon,weekday
4857,Tea,17/01/2021 16:44,afternoon,weekday
4857,Bread,17/01/2021 16:44,afternoon,weekday
4857,Cake,17/01/2021 16:44,afternoon,weekday
4858,Bread,17/01/2021 16:45,afternoon,weekday
4859,Tea,17/01/2021 17:12,evening,weekday
4860,Bread,18/01/2021 08:32,morning,weekday
4861,Coffee,18/01/2021 08:35,morning,weekday
4862,Bread,18/01/2021 09:01,morning,weekday
4863,Tea,18/01/2021 09:14,morning,weekday
4863,Coffee,18/01/2021 09:14,morning,weekday
4863,Coffee,18/01/2021 09:14,morning,weekday
4863,Rice,18/01/2021 09:14,morning,weekday
4863,Cake,18/01/2021 09:14,morning,weekday
4864,Milk,18/01/2021 09:16,morning,weekday
4865,Bread,18/01/2021 09:18,morning,weekday
4865,Bread,18/01/2021 09:18,morning,weekday
4866,Yogurt,18/01/2021 09:50,morning,weekday
4867,Tea,18/01/2021 10:08,morning,weekday
4868,Tea,18/01/2021 10:15,morning,weekday
4868,Coffee,18/01/2021 10:15,morning,weekday
4869,Eggs,18/01/2021 10:19,morning,weekday
4869,Coffee,18/01/2021 10:19,morning,weekday
4869,Tea,18/01/2021 10:19,morning,weekday
4870,Bread,18/01/2021 10:23,morning,weekday
4871,butter,18/01/2021 10:32,morning,weekday
4871,Rice,18/01/2021 10:32,morning,weekday
4871,Coffee,18/01/2021 10:32,morning,weekday
4871,Tea,18/01/2021 10:32,morning,weekday
4872,Coffee,18/01/2021 10:39,morning,weekday
4872,Tea,18/01/2021 10:39,morning,weekday
4873,Hot chocolate,18/01/2021 10:49,morning,weekday
4873,Coke,18/01/2021 10:49,morning,weekday
4873,Cake,18/01/2021 10:49,morning,weekday
4874,detergent,18/01/2021 11:52,morning,weekday
4874,butter,18/01/2021 11:52,morning,weekday
4874,Tea,18/01/2021 11:52,morning,weekday
4875,Sandwich,18/01/2021 11:55,morning,weekday
4875,coffee sweetner,18/01/2021 11:55,morning,weekday
4876,Sandwich,18/01/2021 12:23,afternoon,weekday
4877,Bread,18/01/2021 13:11,afternoon,weekday
4877,Focaccia,18/01/2021 13:11,afternoon,weekday
4878,Coffee,18/01/2021 13:21,afternoon,weekday
4878,Juice,18/01/2021 13:21,afternoon,weekday
4878,Sandwich,18/01/2021 13:21,afternoon,weekday
4878,Crisps,18/01/2021 13:21,afternoon,weekday
4879,Tea,18/01/2021 13:53,afternoon,weekday
4879,Coffee,18/01/2021 13:53,afternoon,weekday
4879,detergent,18/01/2021 13:53,afternoon,weekday
4879,Salad,18/01/2021 13:53,afternoon,weekday
4880,Coffee,18/01/2021 14:00,afternoon,weekday
4880,Cookies,18/01/2021 14:00,afternoon,weekday
4881,Tea,18/01/2021 14:12,afternoon,weekday
4881,Cookies,18/01/2021 14:12,afternoon,weekday
4882,Cake,18/01/2021 15:04,afternoon,weekday
4883,Cake,18/01/2021 15:09,afternoon,weekday
4883,Coffee,18/01/2021 15:09,afternoon,weekday
4883,Coke,18/01/2021 15:09,afternoon,weekday
4883,Tea,18/01/2021 15:09,afternoon,weekday
4884,Coffee,18/01/2021 15:24,afternoon,weekday
4884,Buttermie Dodgers,18/01/2021 15:24,afternoon,weekday
4885,Coke,18/01/2021 15:26,afternoon,weekday
4885,Sandwich,18/01/2021 15:26,afternoon,weekday
4886,Eggs,18/01/2021 15:54,afternoon,weekday
4886,Cookies,18/01/2021 15:54,afternoon,weekday
4886,Juice,18/01/2021 15:54,afternoon,weekday
4886,Ella's Kitchen Pouches,18/01/2021 15:54,afternoon,weekday
4886,Tea,18/01/2021 15:54,afternoon,weekday
4887,Rice,18/01/2021 16:01,afternoon,weekday
4887,Buttermie Dodgers,18/01/2021 16:01,afternoon,weekday
4887,Cake,18/01/2021 16:01,afternoon,weekday
4887,Bread,18/01/2021 16:01,afternoon,weekday
4887,Hot chocolate,18/01/2021 16:01,afternoon,weekday
4888,Coffee,18/01/2021 16:17,afternoon,weekday
4888,Coffee,18/01/2021 16:17,afternoon,weekday
4888,Cake,18/01/2021 16:17,afternoon,weekday
4889,Cake,18/01/2021 16:20,afternoon,weekday
4890,Cake,18/01/2021 16:22,afternoon,weekday
4890,Tea,18/01/2021 16:22,afternoon,weekday
4891,Coffee,18/01/2021 16:56,afternoon,weekday
4891,Tea,18/01/2021 16:56,afternoon,weekday
4891,Coffee,18/01/2021 16:56,afternoon,weekday
4891,Cake,18/01/2021 16:56,afternoon,weekday
4891,Cookies,18/01/2021 16:56,afternoon,weekday
4892,Cookies,18/01/2021 17:01,evening,weekday
4892,Tea,18/01/2021 17:01,evening,weekday
4893,Focaccia,18/01/2021 18:28,evening,weekday
4893,Fudge,18/01/2021 18:28,evening,weekday
4894,butter,19/01/2021 08:38,morning,weekday
4894,Toast,19/01/2021 08:38,morning,weekday
4894,Coffee,19/01/2021 08:38,morning,weekday
4895,Tea,19/01/2021 09:13,morning,weekday
4895,Sandwich,19/01/2021 09:13,morning,weekday
4896,Tea,19/01/2021 09:37,morning,weekday
4896,Hot chocolate,19/01/2021 09:37,morning,weekday
4896,Breakfast cereal,19/01/2021 09:37,morning,weekday
4896,Granola,19/01/2021 09:37,morning,weekday
4896,Sandwich,19/01/2021 09:37,morning,weekday
4897,Coffee,19/01/2021 09:48,morning,weekday
4897,Eggs,19/01/2021 09:48,morning,weekday
4898,Bread,19/01/2021 09:51,morning,weekday
4899,Coffee,19/01/2021 09:54,morning,weekday
4900,Coffee,19/01/2021 10:05,morning,weekday
4900,Toast,19/01/2021 10:05,morning,weekday
4901,Coffee,19/01/2021 10:09,morning,weekday
4901,Coffee,19/01/2021 10:09,morning,weekday
4901,butter,19/01/2021 10:09,morning,weekday
4902,Bread,19/01/2021 10:16,morning,weekday
4903,Yogurt,19/01/2021 10:28,morning,weekday
4904,Bread,19/01/2021 10:31,morning,weekday
4904,Cookies,19/01/2021 10:31,morning,weekday
4905,Bread,19/01/2021 10:33,morning,weekday
4906,Hot chocolate,19/01/2021 10:38,morning,weekday
4906,Hot chocolate,19/01/2021 10:38,morning,weekday
4906,Cake,19/01/2021 10:38,morning,weekday
4907,butter,19/01/2021 10:46,morning,weekday
4907,Cake,19/01/2021 10:46,morning,weekday
4907,Mineral water,19/01/2021 10:46,morning,weekday
4908,Tea,19/01/2021 10:58,morning,weekday
4909,Tea,19/01/2021 11:04,morning,weekday
4909,Buttermie Dodgers,19/01/2021 11:04,morning,weekday
4909,Cake,19/01/2021 11:04,morning,weekday
4909,Juice,19/01/2021 11:04,morning,weekday
4910,Tiffin,19/01/2021 11:05,morning,weekday
4911,Cake,19/01/2021 11:09,morning,weekday
4911,Rice,19/01/2021 11:09,morning,weekday
4912,Coffee,19/01/2021 11:13,morning,weekday
4912,Coke,19/01/2021 11:13,morning,weekday
4912,Juice,19/01/2021 11:13,morning,weekday
4912,Tomato sauce,19/01/2021 11:13,morning,weekday
4912,Eggs,19/01/2021 11:13,morning,weekday
4913,Coffee,19/01/2021 11:18,morning,weekday
4914,Coffee,19/01/2021 11:18,morning,weekday
4915,Coffee,19/01/2021 11:28,morning,weekday
4915,Coffee,19/01/2021 11:28,morning,weekday
4916,Coffee,19/01/2021 11:28,morning,weekday
4917,Coffee,19/01/2021 11:34,morning,weekday
4917,butter,19/01/2021 11:34,morning,weekday
4918,Cake,19/01/2021 11:47,morning,weekday
4918,Coffee,19/01/2021 11:47,morning,weekday
4919,Bread,19/01/2021 11:52,morning,weekday
4919,Tiffin,19/01/2021 11:52,morning,weekday
4920,Milk,19/01/2021 11:55,morning,weekday
4920,Bread,19/01/2021 11:55,morning,weekday
4921,Coffee,19/01/2021 11:55,morning,weekday
4921,Tea,19/01/2021 11:55,morning,weekday
4921,coffee sweetner,19/01/2021 11:55,morning,weekday
4922,Chicken Stew,19/01/2021 11:59,morning,weekday
4923,Coffee,19/01/2021 12:00,afternoon,weekday
4924,Coffee,19/01/2021 12:02,afternoon,weekday
4924,Juice,19/01/2021 12:02,afternoon,weekday
4924,Eggs,19/01/2021 12:02,afternoon,weekday
4924,Crisps,19/01/2021 12:02,afternoon,weekday
4925,Coffee,19/01/2021 12:22,afternoon,weekday
4926,Yogurt,19/01/2021 12:25,afternoon,weekday
4927,Salad,19/01/2021 12:37,afternoon,weekday
4927,Coffee,19/01/2021 12:37,afternoon,weekday
4928,Bread,19/01/2021 12:50,afternoon,weekday
4929,Bread,19/01/2021 12:54,afternoon,weekday
4929,Eggs,19/01/2021 12:54,afternoon,weekday
4930,Coffee,19/01/2021 13:15,afternoon,weekday
4930,Coffee,19/01/2021 13:15,afternoon,weekday
4930,Sandwich,19/01/2021 13:15,afternoon,weekday
4931,Hot chocolate,19/01/2021 13:20,afternoon,weekday
4931,Chicken Stew,19/01/2021 13:20,afternoon,weekday
4932,Coffee,19/01/2021 13:24,afternoon,weekday
4932,Tea,19/01/2021 13:24,afternoon,weekday
4932,Sandwich,19/01/2021 13:24,afternoon,weekday
4932,Eggs,19/01/2021 13:24,afternoon,weekday
4933,Bread,19/01/2021 13:43,afternoon,weekday
4933,Tea,19/01/2021 13:43,afternoon,weekday
4933,Chicken Stew,19/01/2021 13:43,afternoon,weekday
4933,detergent,19/01/2021 13:43,afternoon,weekday
4933,Cake,19/01/2021 13:43,afternoon,weekday
4933,butter,19/01/2021 13:43,afternoon,weekday
4933,coffee sweetner,19/01/2021 13:43,afternoon,weekday
4933,Focaccia,19/01/2021 13:43,afternoon,weekday
4934,Bread,19/01/2021 13:50,afternoon,weekday
4934,Coffee,19/01/2021 13:50,afternoon,weekday
4934,detergent,19/01/2021 13:50,afternoon,weekday
4934,Rice,19/01/2021 13:50,afternoon,weekday
4935,Bread,19/01/2021 13:50,afternoon,weekday
4936,Coffee,19/01/2021 14:30,afternoon,weekday
4936,Tea,19/01/2021 14:30,afternoon,weekday
4936,Cake,19/01/2021 14:30,afternoon,weekday
4937,Sandwich,19/01/2021 14:33,afternoon,weekday
4937,Sandwich,19/01/2021 14:33,afternoon,weekday
4937,Coffee,19/01/2021 14:33,afternoon,weekday
4937,Tea,19/01/2021 14:33,afternoon,weekday
4938,Coffee,19/01/2021 14:34,afternoon,weekday
4938,Coffee,19/01/2021 14:34,afternoon,weekday
4939,Bread,19/01/2021 14:49,afternoon,weekday
4940,Coffee,19/01/2021 14:52,afternoon,weekday
4941,Bread,19/01/2021 14:53,afternoon,weekday
4942,Hot chocolate,19/01/2021 15:25,afternoon,weekday
4943,Coffee,19/01/2021 15:27,afternoon,weekday
4943,Bread,19/01/2021 15:27,afternoon,weekday
4943,Tiffin,19/01/2021 15:27,afternoon,weekday
4943,Bread,19/01/2021 15:27,afternoon,weekday
4944,Hot chocolate,19/01/2021 15:29,afternoon,weekday
4945,Hot chocolate,19/01/2021 15:41,afternoon,weekday
4945,Coffee,19/01/2021 15:41,afternoon,weekday
4945,Tiffin,19/01/2021 15:41,afternoon,weekday
4946,Coffee,19/01/2021 15:50,afternoon,weekday
4946,Cookies,19/01/2021 15:50,afternoon,weekday
4946,Bread,19/01/2021 15:50,afternoon,weekday
4948,Yogurt,19/01/2021 17:21,evening,weekday
4949,Afternoon with the baker,20/01/2021 08:51,morning,weekday
4949,Coffee,20/01/2021 08:51,morning,weekday
4949,Milk,20/01/2021 08:51,morning,weekday
4950,Coffee,20/01/2021 08:53,morning,weekday
4950,Bread,20/01/2021 08:53,morning,weekday
4951,Coffee,20/01/2021 08:56,morning,weekday
4951,Tea,20/01/2021 08:56,morning,weekday
4951,Toast,20/01/2021 08:56,morning,weekday
4952,Coffee,20/01/2021 08:58,morning,weekday
4952,Toast,20/01/2021 08:58,morning,weekday
4953,Coffee,20/01/2021 08:58,morning,weekday
4954,Coffee,20/01/2021 08:59,morning,weekday
4954,Toast,20/01/2021 08:59,morning,weekday
4955,Coffee,20/01/2021 09:12,morning,weekday
4955,Eggs,20/01/2021 09:12,morning,weekday
4956,Coffee,20/01/2021 09:19,morning,weekday
4957,Cake,20/01/2021 09:35,morning,weekday
4958,butter,20/01/2021 09:37,morning,weekday
4958,Bread,20/01/2021 09:37,morning,weekday
4959,Coffee,20/01/2021 09:38,morning,weekday
4960,Bread,20/01/2021 09:41,morning,weekday
4961,Yogurt,20/01/2021 09:52,morning,weekday
4962,Coffee,20/01/2021 09:56,morning,weekday
4962,Coffee,20/01/2021 09:56,morning,weekday
4962,Coffee,20/01/2021 09:56,morning,weekday
4962,Toast,20/01/2021 09:56,morning,weekday
4962,Cookies,20/01/2021 09:56,morning,weekday
4963,butter,20/01/2021 10:04,morning,weekday
4963,Coffee,20/01/2021 10:04,morning,weekday
4963,Coffee,20/01/2021 10:04,morning,weekday
4964,Coffee,20/01/2021 10:29,morning,weekday
4965,Bread,20/01/2021 10:32,morning,weekday
4966,Bread,20/01/2021 10:46,morning,weekday
4966,Tea,20/01/2021 10:46,morning,weekday
4966,Granola,20/01/2021 10:46,morning,weekday
4967,Bread,20/01/2021 10:54,morning,weekday
4967,Tea,20/01/2021 10:54,morning,weekday
4967,Frozen pizza,20/01/2021 10:54,morning,weekday
4967,Sandwich,20/01/2021 10:54,morning,weekday
4968,Coffee,20/01/2021 11:06,morning,weekday
4968,Coffee,20/01/2021 11:06,morning,weekday
4968,butter,20/01/2021 11:06,morning,weekday
4969,butter,20/01/2021 11:10,morning,weekday
