Transaction,Item
5534,Sandwich
5534,Sandwich
5534,Tea
5534,Bread
5535,detergent
5535,Sandwich
5535,Coffee
5536,Tea
5536,Bread
5537,Bread
5538,Bread
5539,Valentine's card
5540,Coffee
5540,Coffee
5541,Milk
5541,Cake
5542,Focaccia
5543,Milk
5543,Bread
5543,Butter
5543,Salad
5543,Extra Salami or Feta
5543,Soft drinks
5543,Mineral water
5544,Hot chocolate
5545,Cake
5545,Coke
5546,Frozen pizza
5546,Tea
5547,Tea
5547,Tea
5548,Cake
5548,Sugar
5549,Sugar
5550,Coffee
5551,Bread
5552,Bread
5552,Coffee
5553,Coffee
5553,Tea
5553,Frozen pizza
5554,Coffee
5554,Coffee
5555,Coffee
5556,Tea
5556,Rice
5557,Hot chocolate
5557,Tea
5557,Eggs
5558,Coffee
5558,Hot chocolate
5558,Bread
5559,Bread
5560,Coffee
5560,Coffee
5560,Tea
5560,Bread
5561,Coffee
5561,Tea
5562,Coffee
5562,Coffee
5562,Tea
5562,Juice
5562,Cake
5562,Bakewell
5562,Cookies
5562,Sandwich
5564,Coffee
5565,Coffee
5566,Bread
5566,butter
5567,Baguette
5567,Sugar
5568,Bread
5569,Cookies
5569,Coffee
5569,butter
5569,Cookies
5570,Coffee
5571,Coffee
5571,Hot chocolate
5571,Bread
5572,Coffee
5573,Coffee
5573,butter
5573,Coffee
5574,Tea
5575,Coffee
5576,butter
5576,Rice
5577,Coffee
5577,Tea
5577,detergent
5578,Cookies
5578,Sugar
5579,Baguette
5580,Baguette
5581,Yogurt
5582,Coffee
5583,Coffee
5583,Coffee
5583,Eggs
5583,Cookies
5584,Yogurt
5585,Coffee
5585,Granola
5585,Bread
5586,Coffee
5586,Breakfast cereal
5587,Cake
5587,Bread
5587,Baguette
5588,The Nomad
5588,Coffee
5588,Yogurt
5588,Coffee
5589,Bread
5589,Bread
5590,Juice
5591,Breakfast cereal
5591,Extra Salami or Feta
5591,Coffee
5592,Bread
5592,Granola
5592,butter
5593,Bread
5593,Coffee
5593,butter
5594,Bread
5594,Bread
5595,Sugar
5596,Breakfast cereal
5596,Coffee
5596,Smoothies
5597,Bread
5597,Coffee
5597,butter
5597,Frozen pizza
5598,Hot chocolate
5598,Coffee
5598,Sandwich
5598,Toast
5598,Cake
5599,Bread
5600,butter
5600,Coffee
5600,Coffee
5600,Bread
5601,Hot chocolate
5601,Tea
5601,coffee sweetner
5601,Eggs
5601,Eggs
5603,Tea
5603,Bread
5604,Sandwich
5604,Juice
5604,Tomato sauce
5604,Coffee
5604,Eggs
5604,Frozen pizza
5605,Bread
5605,Coffee
5605,Sandwich
5605,Eggs
5606,Coffee
5606,Bread
5606,butter
5606,Soft drinks
5607,Soft drinks
5607,Bread
5608,Coffee
5608,detergent
5608,Sandwich
5609,Coffee
5609,Sandwich
5609,Salad
5610,Salad
5611,Bread
5612,Fudge
5612,Butter
5613,Tea
5613,Hot chocolate
5613,Cake
5613,Eggs
5613,Eggs
5614,Bakewell
5614,Hot chocolate
5614,Toast
5614,Chicken Stew
5615,Coffee
5615,Tea
5615,butter
5616,Cookies
5616,Cookies
5616,Cake
5616,Baguette
5616,Cookies
5617,Bread
5617,Tea
5617,Cake
5617,Bread
5617,Chicken Stew
5618,Breakfast cereal
5618,Coffee
5618,Hot chocolate
5618,Bakewell
5618,Bread
5620,Eggs
5621,Cake
5621,Frozen pizza
5621,Eggs
5621,Coffee
5621,Tea
5622,Coffee
5622,Eggs
5623,Bread
5624,butter
5625,Coffee
5625,Coffee
5626,Bread
5626,butter
5627,Bread
5627,Bread
5628,Bread
5629,Bread
5630,Bread
5631,butter
5632,butter
5632,Coffee
5632,Coffee
5633,Bread
5634,Yogurt
5634,Butter
5634,Milk
5635,Coffee
5635,Cookies
5636,butter
5636,Coffee
5636,Coffee
5637,Sandwich
5637,Sandwich
5638,Coffee
5638,Cookies
5639,Coffee
5639,Coffee
5639,butter
5640,Coffee
5640,Bread
5641,Coffee
5641,Coffee
5641,Bread
5641,detergent
5642,Bread
5642,Butter
5642,Fudge
5642,Juice
5643,Baguette
5644,detergent
5645,detergent
5646,Chicken Stew
5647,Coffee
5647,Tea
5648,Coke
5648,Sandwich
5648,detergent
5648,Bread
5649,detergent
5650,Hot chocolate
5650,Coffee
5650,Cake
5651,Coffee
5652,butter
5653,Bread
5653,Bread
5654,Yogurt
5655,Coffee
5655,Toast
5656,Cake
5656,Coffee
5657,Coffee
5657,Bread
5658,Cake
5658,Hot chocolate
5659,Coffee
5660,Tea
5660,Hot chocolate
5660,Cookies
5661,Hot chocolate
5662,Coffee
5663,Milk
5664,Bread
5664,Bread
5665,Bread
5666,Bread
5666,Toast
5667,Bread
5667,Sugar
5668,butter
5668,Bread
5669,Tea
5669,Sandwich
5670,Coffee
5671,Coffee
5671,Bread
5672,Coffee
5672,Juice
5673,Cake
5673,Coffee
5673,Breakfast cereal
5674,Coffee
5675,Coffee
5675,Sugar
5675,Baguette
5676,butter
5676,Cake
5676,Coffee
5676,Coffee
5677,Hot chocolate
5677,Coffee
5678,Yogurt
5679,Tea
5679,Toast
5680,Tea
5680,Coffee
5680,butter
5681,Bread
5681,butter
5682,Coffee
5683,Tea
5683,Sandwich
5683,Bread
5684,Yogurt
5684,Cookies
5685,Tea
5685,Cake
5685,Bakewell
5686,Coffee
5687,Bread
5688,Coffee
5689,Bread
5690,Coffee
5691,Coffee
5692,Cookies
5692,Baguette
5693,Coffee
5693,Cookies
5693,Cake
5693,Breakfast cereal
5694,Tea
5694,Coffee
5694,Sandwich
5694,Cake
5695,Coffee
5695,Coffee
5695,Cake
5696,Bread
5697,Baguette
5698,Bread
5699,Coke
5699,Salad
5700,Bread
5701,detergent
5702,Coffee
5702,Sandwich
5703,Sugar
5704,Bread
5705,Chicken Stew
5705,Juice
5705,Coke
5706,Baguette
5707,detergent
5707,Tea
5707,Coffee
5707,Coffee
5708,Sandwich
5708,Cookies
5708,Coffee
5708,Tea
5709,Coke
5710,Toast
5710,Cake
5710,Coffee
5711,Cake
5711,The Nomad
5712,Coffee
5712,Coffee
5712,Bread
5713,Cookies
5713,Hot chocolate
5713,Tea
5713,Cake
5713,butter
5714,Tea
5714,Coffee
5714,Cake
5715,Tea
5715,Bread
5716,Sugar
5717,Coffee
5717,Cake
5717,Cookies
5718,Bread
5718,Bread
5718,Bread
5719,Bread
5720,Coffee
5720,Bread
5721,Bread
5721,butter
5722,Bread
5723,Bread
5723,Coffee
5723,Toast
5725,Yogurt
5726,Cake
5726,Coffee
5726,Bread
5727,Bread
5727,Hot chocolate
5728,Coffee
5728,Coffee
5729,Coffee
5729,Bread
5730,Coffee
5730,Cake
5731,Cake
5731,Coffee
5732,Bread
5732,Sandwich
5732,Toast
5733,Coffee
5733,Coffee
5733,Eggs
5734,Coffee
5734,Bread
5734,coffee sweetner
5734,Bakewell
5734,Tea
5735,Coffee
5735,Bread
5736,Bread
5737,Coffee
5737,Bread
5738,Bread
5738,Coffee
5738,Bread
5739,Bread
5740,Baguette
5741,butter
5742,Bread
5742,butter
5743,Baguette
5743,Bread
5744,Bread
5744,butter
5744,Tea
5744,Coffee
5745,Cake
5745,Bread
5746,Sandwich
5746,Coke
5747,Coke
5747,Cake
5748,Hot chocolate
5748,Coffee
5748,butter
5748,Bread
5749,Breakfast cereal
5749,Chicken Stew
5749,Tea
5749,Cookies
5751,Cake
5752,Coffee
5752,Coffee
5753,Coffee
5754,Bread
5755,Bread
5755,Sandwich
5756,Coffee
5756,Bread
5756,Sandwich
5757,Coffee
5757,Coffee
5757,Cake
5758,Granola
5758,Extra Salami or Feta
5758,Coffee
5759,detergent
5759,Juice
5759,Coffee
5760,Sandwich
5761,Baguette
5762,Coffee
5763,Coffee
5764,Hot chocolate
5764,Coffee
5764,coffee sweetner
5765,Tea
5765,Coffee
5765,Bread
5766,Cake
5766,Coffee
5766,Cookies
5767,Bread
5768,Bread
5769,Cookies
5769,Tea
5769,Bread
5770,Coffee
5770,Vegan mincepie
5770,Cake
5771,Bread
5771,Coffee
5771,Hot chocolate
5772,Bread
5773,Juice
5773,Cookies
5773,Sugar
5773,coffee sweetner
5773,Coffee
5774,Tea
5774,Tomato sauce
5774,Cookies
5775,Coffee
5775,Coke
5776,Bread
5777,Coffee
5777,Bread
5777,Toast
5778,Bread
5778,Bread
5778,Coffee
5779,Cookies
5780,Coffee
5780,Bread
5781,Yogurt
5782,Bread
5783,Coffee
5783,Cookies
5784,Baguette
5785,Bread
5785,Bread
5786,coffee sweetner
5787,Juice
5787,Hot chocolate
5787,Coffee
5787,Tea
5787,butter
5787,Sugar
5788,Coffee
5788,Coffee
5788,Bread
5789,Cake
5789,Coffee
5790,Coffee
5790,Cake
5791,Bread
5792,Bread
5792,Bread
5793,Juice
5793,Tea
5793,Bread
5793,Cake
5794,Tea
5794,Bread
5794,Cookies
5794,Sandwich
5794,Juice
5795,Bread
5795,Cake
5796,Coke
5796,coffee sweetner
5796,Hot chocolate
5797,Cake
5798,Sandwich
5799,Tea
5799,Cake
5799,butter
5800,Bread
5800,Coffee
5800,Coffee
5800,detergent
5800,detergent
5800,Bread
5800,Yogurt
5801,Sandwich
5801,Bread
5802,Tea
5802,Mineral water
5802,detergent
5802,Cake
5803,Bread
5803,Chicken Stew
5803,Sandwich
5803,Coffee
5804,Eggs
5805,Butter
5805,Milk
5806,Cake
5807,Juice
5807,Coffee
5807,Coffee
5807,Bare Popcorn
5807,Salad
5807,Extra Salami or Feta
5807,Breakfast cereal
5807,Yogurt
5808,Bare Popcorn
5809,Valentine's card
5810,Tea
5810,Sandwich
5810,Bread
5810,Cake
5811,Tea
5811,Tea
5811,Breakfast cereal
5811,Chicken Stew
5811,Fudge
5811,coffee sweetner
5812,Coffee
5813,Coffee
5813,butter
5813,Bread
5814,Bread
5814,coffee sweetner
5815,Coffee
5815,Coffee
5815,Cookies
5816,Bread
5817,Coffee
5818,Coffee
5818,Coffee
5818,Juice
5818,Cake
5818,coffee sweetner
5819,Hot chocolate
5820,Coke
5820,Sandwich
5821,Bread
5822,Baguette
5823,Coffee
5823,Bread
5823,Cookies
5823,Juice
5824,Coffee
5824,Cake
5826,Bread
5827,Bread
5828,Bread
5828,Toast
5829,Bread
5829,Tea
5829,Toast
5829,Cake
5830,Toast
5830,Bread
5831,Cookies
5832,Coffee
5832,Coffee
5832,Toast
5833,Bread
5833,butter
5834,Bread
5834,Hot chocolate
5834,Eggs
5835,Yogurt
5836,Coffee
5837,Yogurt
5837,Gingerbread syrup
5838,Coffee
5838,Coffee
5838,Coffee
5838,Bread
5838,butter
5838,coffee sweetner
5839,Coffee
5839,Sandwich
5839,Baguette
5840,Coffee
5840,Eggs
5841,Bread
5842,Milk
5843,Cookies
5843,Bread
5843,Bread
5844,Coke
5845,Eggs
5845,butter
5846,Coffee
5846,Tea
5846,Toast
5847,coffee sweetner
5848,Bread
5849,Coffee
5849,Bread
5849,Bread
5850,Coffee
5850,Bread
5850,Sandwich
5851,Coffee
5851,coffee sweetner
5852,Tomato sauce
5852,Juice
5852,Coffee
5852,Bread
5852,butter
5852,Frozen pizza
5853,Milk
5853,Bread
5854,Bread
5855,Tea
5855,detergent
5856,detergent
5856,Tomato sauce
5857,detergent
5857,Frozen pizza
5857,Tea
5858,Tomato sauce
5858,Sandwich
5859,detergent
5859,Coffee
5860,Cake
5861,detergent
5862,Coffee
5862,Toast
5863,Bread
5864,Bread
5865,Tea
5865,Bread
5866,Coffee
5866,Chicken Stew
5866,Toast
5867,Bread
5868,Sandwich
5868,Coffee
5868,Cake
5868,Coffee
5868,Sandwich
5869,Cake
5870,Cookies
5870,Bread
5871,Coffee
5871,Hot chocolate
5871,Juice
5871,Tomato sauce
5871,Mineral water
5871,Sandwich
5871,Sandwich
5872,Coffee
5872,Sandwich
5873,Coffee
5873,Bread
5874,Tea
5874,Coffee
5874,Bread
5875,Afternoon with the baker
5876,Tea
5876,Cookies
5877,Coffee
5877,detergent
5878,detergent
5878,Coffee
5879,Yogurt
5880,Coffee
5880,Cake
5881,Coffee
5882,Coffee
5883,Coffee
5883,Tea
5884,Bread
5884,Bread
5884,Eggs
5885,Baguette
5885,Milk
5886,Coffee
5886,Bread
5887,Coffee
5887,Frozen pizza
5888,Eggs
5888,Hot chocolate
5888,Coffee
5888,coffee sweetner
5889,Bread
5889,Tea
5890,Coffee
5891,Coffee
5892,Cake
5893,butter
5893,Baguette
5894,Coffee
5894,Coffee
5894,Toast
5895,Extra Salami or Feta
5895,Coffee
5896,Bread
5896,butter
5897,Milk
5898,butter
5898,Coffee
5899,Coffee
5899,Coffee
5899,Cookies
5900,Coffee
5901,Yogurt
5902,Yogurt
5902,Cake
5903,Coffee
5903,Coffee
5904,Coffee
5905,Coffee
5905,Bread
5905,Bread
5905,butter
5906,Bread
5907,Toast
5907,Tomato sauce
5907,Bread
5908,Bread
5909,Butter
5910,Coffee
5910,Coffee
5911,Coffee
5912,Bread
5913,Coffee
5914,Tea
5914,Coffee
5914,Cake
5915,Coffee
5915,Coffee
5915,Sugar
5916,Yogurt
5917,Coffee
5918,Sandwich
5918,Coffee
5919,Yogurt
5919,butter
5920,Tea
5920,Tomato sauce
5921,Bread
5922,Bread
5923,Hot chocolate
5924,Bread
5924,Baguette
5925,Bread
5926,Bread
5927,Milk
5927,Yogurt
5928,butter
5928,Bread
5929,Sandwich
5930,Bread
5930,Baguette
5931,Coffee
5931,Coffee
5931,Hot chocolate
5931,Cake
5932,Coffee
5932,butter
5933,Coffee
5933,Coffee
5934,Coffee
5934,Coffee
5934,Cake
5934,Sugar
5935,The Nomad
5935,Granola
5935,Coffee
5935,Coffee
5935,Cookies
5935,butter
5935,Frozen pizza
5935,Tea
5936,Coffee
5937,Bread
5937,Fudge
5937,Cookies
5938,Milk
5938,coffee sweetner
5939,Frozen pizza
5939,Coffee
5940,Bread
5940,butter
5940,Coffee
5941,Tea
5941,coffee sweetner
5941,butter
5942,butter
5942,Coffee
5942,Coffee
5943,Sandwich
5943,Sandwich
5944,Cake
5945,Eggs
5945,Bread
5946,Coffee
5946,Sugar
5946,Cake
5947,Cake
5947,Cookies
5947,Tea
5947,Smoothies
5947,Coffee
5948,Tea
5948,Coffee
5948,Tomato sauce
5949,Bread
5949,Sugar
5950,Coffee
5950,Breakfast cereal
5951,Milk
5952,Cookies
5953,Coffee
5953,Mineral water
5953,Bread
5954,Breakfast cereal
5954,Juice
5954,Coffee
5954,Coffee
5954,Toast
5955,Frozen pizza
5956,Tea
5956,Sandwich
5957,Sugar
5957,Coffee
5957,Coffee
5958,Sandwich
5958,Sandwich
5958,Bread
5958,Coffee
5959,Bread
5959,Bread
5960,Coffee
5960,Coffee
5960,Chicken Stew
5960,detergent
5960,Sandwich
5961,Sandwich
5961,Sandwich
5961,Salad
5961,Coffee
5961,Coffee
5961,Cake
5962,Cake
5963,Coffee
5964,Cake
5964,Frozen pizza
5965,Frozen pizza
5965,Coffee
5965,Coffee
5965,Coffee
5965,Cake
5966,Cake
5966,Sugar
5967,Salad
5967,Sandwich
5967,Tea
5967,Tea
5967,Frozen pizza
5967,Cookies
5968,Chicken Stew
5968,Tomato sauce
5968,Juice
5969,Coffee
5969,coffee sweetner
5969,Breakfast cereal
5970,Coffee
5971,Hot chocolate
5971,Coffee
5971,Cake
5972,Coffee
5972,Cake
5973,Cake
5973,Cake
5973,Coffee
5973,Hot chocolate
5974,Sandwich
5975,Cookies
5976,Sugar
5976,Coffee
5977,Bread
5978,Cake
5978,Cake
5978,Coffee
5979,Coffee
5979,Salad
5980,Coffee
5980,Cake
5980,Cake
5981,Cake
5981,Salad
5981,Valentine's card
5982,Milk
5983,Bread
5983,Coffee
5984,Sugar
5985,Tea
5985,Tea
5985,detergent
5985,Juice
5985,Cake
5985,Bread
5986,Bread
5986,Bread
5986,Cake
5986,Bread
5986,detergent
5986,detergent
5987,Bread
5988,Coffee
5988,Coffee
5988,Coffee
5988,Cake
5988,Bread
5988,coffee sweetner
5989,Tomato sauce
5989,Coffee
5989,Tshirt
5990,Coffee
5991,Hot chocolate
5992,Coffee
5993,Juice
5994,Juice
5994,Tomato sauce
5994,Mineral water
5995,Tshirt
5996,Tshirt
5997,Tea
5997,Tea
5997,Hot chocolate
5998,Tshirt
5999,Bread
5999,Hot chocolate
5999,Tshirt
6000,Vegan Feast
6000,Tea
6001,Postcard
6001,Coffee
6002,Tshirt
6002,Coke
6003,Coke
6004,Tshirt
6005,Coke
6006,Tomato sauce
6007,Tshirt
6008,Tshirt
6009,Tea
6010,Coke
6011,Tshirt
6011,Fudge
6012,Hot chocolate
6012,Coffee
6013,Tshirt
6014,Valentine's card
6014,Tshirt
6015,Tshirt
6016,Tshirt
6016,Postcard
6017,Tshirt
6018,Valentine's card
6018,Tshirt
6018,Postcard
6019,Valentine's card
6020,Valentine's card
6021,Postcard
6022,Nomad bag
6022,Postcard
6022,Tshirt
6023,Tshirt
6023,Postcard
6024,Tshirt
6024,Postcard
6025,Postcard
6026,Postcard
6027,Tshirt
6028,Tshirt
6028,Postcard
6029,Coffee
6029,Coffee
6029,butter
6029,butter
6029,Yogurt
6030,Tea
6030,Coffee
6030,Coffee
6030,butter
6030,Frozen pizza
6031,Coffee
6031,Eggs
6032,Coffee
6032,Bread
6033,Hot chocolate
6034,Bread
6035,Tea
6035,Tea
6035,butter
6035,butter
6036,Bread
6036,Bread
6037,Coffee
6037,Coffee
6037,Tea
6038,Coffee
6038,Coffee
6038,Hot chocolate
6038,Hot chocolate
6038,Eggs
6038,Frozen pizza
6038,coffee sweetner
6038,Breakfast cereal
6039,Bread
6040,Coffee
6040,Coffee
6040,coffee sweetner
6040,Cookies
6041,Sandwich
6041,Sandwich
6041,Coffee
6041,Frozen pizza
6042,Frozen pizza
6042,Coffee
6042,Coffee
6042,Coffee
6043,Coffee
6043,Hot chocolate
6043,Yogurt
6044,Bread
6044,Coffee
6044,Coffee
6045,Hot chocolate
6045,Hot chocolate
6045,Coffee
6045,Coffee
6045,Coffee
6045,Cookies
6045,Cookies
6045,Sugar
6045,butter
6045,Baguette
6046,Coffee
6046,Cake
6047,Coffee
6048,Coffee
6048,Coffee
6048,Coffee
6048,Tea
6048,Eggs
6048,Eggs
6048,Cookies
6048,Cookies
6049,Bread
6049,Fudge
6049,coffee sweetner
6050,Coffee
6050,Tea
6050,Sandwich
6051,Breakfast cereal
6051,Bread
6052,Cake
6052,coffee sweetner
6053,Bread
6054,Coffee
6054,Coffee
6054,Bread
6054,butter
6055,Salad
6055,Coffee
6055,Coffee
6056,Coffee
6056,Coffee
6056,Coffee
6056,Bread
6056,Cookies
6056,coffee sweetner
6056,Sandwich
6056,Sandwich
6057,Coffee
6057,Coffee
6057,butter
6057,Bread
6058,Coffee
6058,butter
6059,Sandwich
6059,Coffee
6059,Coke
6061,Bread
6061,Frozen pizza
6061,coffee sweetner
6062,Sugar
6062,Bread
6062,Milk
6063,Coffee
6063,Cake
6063,Bread
6064,Cake
6064,butter
6064,Bread
6065,Cookies
6065,Cake
6066,Hot chocolate
6066,Tea
6066,coffee sweetner
6067,Bread
6067,Coffee
6067,Coffee
6067,Cookies
6067,Cake
6068,Milk
6070,Coffee
6070,Coffee
6070,Cake
6070,coffee sweetner
6071,Coffee
6071,Chicken Stew
6071,Sandwich
6071,Fudge
6072,Coffee
6072,Sandwich
6072,Fudge
6073,Baguette
6073,Coffee
6073,Tea
6073,Cake
6074,Coffee
6074,Tea
6075,Tea
6075,Bread
6076,Bread
6077,Coffee
6078,Tea
6078,Coffee
6078,Sandwich
6078,Sandwich
6078,Bread
6079,Bread
6080,Breakfast cereal
6080,Chicken Stew
6080,Coffee
6081,Coffee
6081,Coffee
6081,Coffee
6081,Cookies
6081,Cake
6082,Hot chocolate
6082,Hot chocolate
6082,Bread
6082,Coffee
6084,Coffee
6084,Coffee
6084,Coffee
6085,Bread
6085,Bread
6086,Tea
6086,Eggs
6087,Coffee
6088,Bread
6088,Bread
6089,Bread
6089,Coffee
6090,Coffee
6091,Tea
6092,Bread
6093,Coffee
6093,butter
6094,Coffee
6095,Baguette
6095,Bread
6095,butter
6096,butter
6096,butter
6097,Cookies
6097,Coffee
6098,Coffee
6098,Sandwich
6099,Butter
6099,Bread
6099,butter
6100,Coffee
6101,Coffee
6102,Coffee
6102,Eggs
6103,Cookies
6103,Bread
6103,Yogurt
6104,Bread
6104,Cake
6105,Coffee
6107,Bread
6108,Coffee
6108,butter
6109,Coffee
6110,Coffee
6110,Coffee
6110,Toast
6111,Bread
6112,Coffee
6113,Hot chocolate
6113,Coffee
6113,Toast
6114,Bread
6115,Coffee
6115,Tea
6115,Cake
6115,Frozen pizza
6116,butter
6117,Bread
6117,Bread
6117,Sandwich
6118,Baguette
6119,Bread
6120,Bread
6121,Sandwich
6122,Coffee
6123,detergent
6123,Coffee
6124,Coffee
6125,Tomato sauce
6125,Frozen pizza
6126,Coffee
6126,Mineral water
6126,Sandwich
6126,Breakfast cereal
6126,coffee sweetner
6126,Tomato sauce
6126,Tea
6127,Bread
6127,Coffee
6129,Bread
6129,Fudge
6129,Fudge
6130,Fudge
6131,Tomato sauce
6132,Cake
6133,Coffee
6133,Cake
6133,Juice
6134,Tomato sauce
6134,Coffee
6134,Sandwich
6134,Breakfast cereal
6134,Sugar
6135,Eggs
6135,Tea
6135,Sugar
6135,Tea
6135,detergent
6135,detergent
6136,Coffee
6136,Cake
6136,Chicken Stew
6137,Tea
6137,Cake
6138,Bread
6139,Cookies
6139,Tea
6139,Tea
6140,Coffee
6140,Juice
6140,coffee sweetner
6141,Bread
6142,Sugar
6142,Coffee
6142,Coffee
6142,Juice
6142,Yogurt
6143,Juice
6143,Cookies
6143,Sugar
6143,Tea
6144,Coffee
6144,Cake
6144,Sugar
6145,Coffee
6146,Coffee
6146,Frozen pizza
6147,Tea
6147,Sugar
6147,Toast
6148,Bread
6149,butter
6149,Eggs
6149,Hot chocolate
6149,Coffee
6150,Bread
6151,Sandwich
6151,Coffee
6152,Bread
6152,Yogurt
6153,Hot chocolate
6154,Hot chocolate
6155,Hot chocolate
6156,Tea
6156,Toast
6156,Baguette
6157,Coffee
6158,Milk
6158,Bread
6158,Nomad bag
6159,Bread
6160,Bread
6160,butter
6161,Bread
6162,Coffee
6162,Coffee
6163,Coffee
6163,Coffee
6163,Cake
6163,Bread
6164,Coffee
6164,Coffee
6165,Coffee
6165,butter
6165,Sugar
6166,Coffee
6166,butter
6167,Bread
6168,Salad
6169,Coffee
6170,Bread
6170,Coffee
6171,Coffee
6171,Coffee
6171,Cake
6171,coffee sweetner
6172,Coffee
6173,Coffee
6173,Bread
6173,Eggs
6174,Tea
6175,Bread
6176,Yogurt
6177,Coffee
6177,coffee sweetner
6178,Coffee
6178,Coffee
6178,butter
6179,Juice
6179,Chicken Stew
6180,Chicken Stew
6180,Chocolates
6181,detergent
6181,Coffee
6182,Chicken Stew
6182,Juice
6182,Eggs
6182,Bread
6182,Cake
6183,Cake
6183,Cake
6183,Coffee
6183,Hot chocolate
6184,Coffee
6184,Coffee
6184,Cake
6185,Yogurt
6186,Bread
6187,Baguette
6188,detergent
6189,Breakfast cereal
6189,Tea
6190,Coffee
6190,Cake
6191,Tea
6191,Tea
6191,Breakfast cereal
6192,Coffee
6192,Coffee
6192,Sugar
6192,Tomato sauce
6193,Hot chocolate
6193,Cake
6194,Bread
6194,coffee sweetner
6195,Tea
6196,Bread
6197,Coffee
6197,coffee sweetner
6198,Bread
6198,Smoothies
6198,Mineral water
6198,coffee sweetner
6198,Sugar
6198,Cake
6198,Bread
6199,Coffee
6199,Tea
6199,Cake
6200,Baguette
6201,Sandwich
6201,Tea
6202,Coffee
6203,coffee sweetner
6205,Bread
6206,Bread
6206,butter
6207,butter
6207,Bread
6207,Eggs
6207,Nomad bag
6208,Coffee
6208,Coffee
6208,coffee sweetner
6209,Coffee
6209,Bread
6210,Coffee
6211,Bread
6212,Coffee
6213,Bread
6213,Breakfast cereal
6214,Coffee
6215,Coffee
6215,Coffee
6215,butter
6215,Eggs
6216,Mineral water
6216,Crisps
6216,Sandwich
6217,Coffee
6217,Coffee
6217,Bread
6217,coffee sweetner
6217,coffee sweetner
6217,butter
6218,Eggs
6218,Bread
6218,Tea
6219,Coffee
6220,Baguette
6220,Yogurt
6221,Yogurt
6222,Bread
6222,Chicken Stew
6223,Chocolates
6223,Chocolates
6223,Coffee
6223,Tea
6224,Tea
6224,Sandwich
6224,Sugar
6225,Sugar
6225,Tea
6225,Sandwich
6225,Art Tray
6226,Sandwich
6226,detergent
6226,detergent
6226,Tea
6227,detergent
6227,Coffee
6227,Hot chocolate
6227,Sugar
6228,detergent
6228,Cake
6229,Cake
6229,Bread
6229,Coffee
6229,Coffee
6230,Coffee
6231,detergent
6231,Chicken Stew
6231,Mineral water
6232,Coffee
6232,Bread
6233,Bread
6233,Coffee
6234,Coffee
6234,butter
6235,Tea
6235,Coffee
6235,Bread
6236,Coffee
6236,Sandwich
6237,Bread
6238,Coffee
6239,Bread
6239,Mineral water
6239,Sandwich
6239,Tea
6240,Bread
6240,Bread
6240,Bread
6240,Cake
6241,Coffee
6241,Tea
6241,Sugar
6242,Bread
6242,Bread
6243,Hot chocolate
6243,Hot chocolate
6244,Coffee
6244,Cake
6245,Coffee
6245,Tea
6246,Bread
6246,Bread
6247,Coffee
6247,Cookies
6248,Bread
6248,Toast
6249,Bread
6249,Coffee
6249,butter
6249,butter
6250,Yogurt
6251,Milk
6252,Coffee
6252,Sugar
6253,Bread
6253,Hot chocolate
6254,Coffee
6254,Toast
6255,Coffee
6256,Coffee
6256,Tea
6256,Sugar
6256,Yogurt
6257,Coffee
6257,Coffee
6257,Cookies
6257,Cookies
6257,Toast
6257,Juice
6258,Valentine's card
6259,Coffee
6259,Coffee
6259,Extra Salami or Feta
6259,Bread
6260,Valentine's card
6261,Hot chocolate
6261,Coffee
6261,Cookies
6261,Cookies
6262,Coffee
6262,Eggs
6262,Eggs
6262,Sandwich
6263,Bread
6264,Bread
6265,Bread
6266,detergent
6266,Bread
6266,Coffee
6267,Coffee
6267,detergent
6267,butter
6267,Butter
6268,Eggs
6268,Coffee
6269,Baguette
6270,Coffee
6271,Bread
6272,butter
6273,Milk
6273,Cookies
6274,Coke
6274,detergent
6275,Sandwich
6275,Coffee
6276,Coke
6276,Sandwich
6277,Coffee
6277,Chicken Stew
6278,Chicken Stew
6278,Coffee
6279,Juice
6279,Toast
6279,Sandwich
6279,Sandwich
6279,Tea
6279,Coffee
6279,Cookies
6279,Cookies
6279,coffee sweetner
6279,coffee sweetner
6279,Hot chocolate
6280,Cookies
6281,Juice
6281,Sandwich
6281,Cake
6282,detergent
6282,Bread
6283,Coffee
6284,Fudge
6284,Sandwich
6285,Baguette
6286,Coffee
6286,Coffee
6286,butter
6286,butter
6287,Eggs
6287,Cake
6287,Tea
6287,Tea
6288,Bread
6289,Coffee
6289,Sugar
6290,detergent
6290,detergent
6290,detergent
6290,Bread
6290,Cake
6290,Cake
6290,Tea
6290,Bread
6290,Tea
6291,Coffee
6291,Juice
6291,Hot chocolate
6291,Cake
6292,coffee sweetner
6292,Bread
6292,Coffee
6292,Coffee
6293,Bread
6293,Cookies
6293,Bread
6294,Bread
6295,Bread
6296,Cake
6296,Bread
6297,Coffee
6297,Bread
6298,Coffee
6298,Tea
6299,Bread
6299,Bread
6300,Coffee
6300,Coffee
6300,Juice
6300,butter
6300,Cookies
6301,Bread
6301,butter
6302,Bread
6303,Coffee
6303,Cookies
6304,Hot chocolate
6305,Coffee
6305,Hot chocolate
6306,Coffee
6306,Cookies
6307,Coffee
6308,Coffee
6308,Toast
6309,Valentine's card
6310,Tea
6311,Bread
6312,Bread
6313,Coffee
6314,Bread
6314,Juice
6314,Sandwich
6314,Sandwich
6314,Cookies
